run_name,timestamp,model_type,n_patches,points_per_patch,freeze_encoder,drop_path_rate,pointcam_checkpoint_path,lr,weight_decay,gamma,batch_size,epochs_requested,epochs_completed,best_train_loss,final_train_loss,final_train_accuracy1,final_train_accuracy2,final_val_loss,final_val_accuracy1,final_val_accuracy2,total_training_time_sec,checkpoint_saved
run001_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=False,2026-08-26T15:43:31,lane_following,32,16,False,0.0,,0.001,0.05,0.8,70,100,100,0.0003936636254488067,0.0004043740677780297,"tensor(0.9114, device='cuda:0')","tensor(0.8668, device='cuda:0')",0.0004074102617963728,"tensor(0.9950, device='cuda:0')","tensor(0.9160, device='cuda:0')",1370.6,pointcam_shuttle_lane_following.pth
run002_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=0.001_freeze_encoder=True,2026-08-26T15:58:31,lane_following,32,16,True,0.0,,0.001,0.05,0.8,70,100,100,0.0003923697065404916,0.0003939780536154292,"tensor(0.9138, device='cuda:0')","tensor(0.8707, device='cuda:0')",0.00042176262641962044,"tensor(0.9944, device='cuda:0')","tensor(0.9166, device='cuda:0')",891.7,pointcam_shuttle_lane_following.pth
run003_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=0.0001_freeze_encoder=False,2026-08-26T16:21:40,lane_following,32,16,False,0.0,,0.0001,0.05,0.8,70,100,100,0.0003942873268772917,0.0003961085464947275,"tensor(0.9186, device='cuda:0')","tensor(0.8682, device='cuda:0')",0.00042239690672454415,"tensor(0.9956, device='cuda:0')","tensor(0.9210, device='cuda:0')",1381.0,pointcam_shuttle_lane_following.pth
run004_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=0.0001_freeze_encoder=True,2026-08-26T16:36:41,lane_following,32,16,True,0.0,,0.0001,0.05,0.8,70,100,100,0.0003919596821046358,0.0004050821944227935,"tensor(0.9141, device='cuda:0')","tensor(0.8675, device='cuda:0')",0.0003971375162978905,"tensor(0.9937, device='cuda:0')","tensor(0.9260, device='cuda:0')",892.1,pointcam_shuttle_lane_following.pth
run005_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=1e-05_freeze_encoder=False,2026-08-26T16:59:45,lane_following,32,16,False,0.0,,1e-05,0.05,0.8,70,100,100,0.0004153014853454193,0.0004274582221396273,"tensor(0.9177, device='cuda:0')","tensor(0.8649, device='cuda:0')",0.0004700876655623457,"tensor(0.9893, device='cuda:0')","tensor(0.9197, device='cuda:0')",1376.3,pointcam_shuttle_lane_following.pth
run006_n_patches=32_points_per_patch=16_drop_path_rate=0.0_lr=1e-05_freeze_encoder=True,2026-08-26T17:14:45,lane_following,32,16,True,0.0,,1e-05,0.05,0.8,70,100,100,0.00042138685421064216,0.00043399535647463064,"tensor(0.9139, device='cuda:0')","tensor(0.8669, device='cuda:0')",0.0004272734962380418,"tensor(0.9950, device='cuda:0')","tensor(0.9235, device='cuda:0')",891.4,pointcam_shuttle_lane_following.pth
run007_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=0.001_freeze_encoder=False,2026-08-26T17:37:47,lane_following,32,16,False,0.1,,0.001,0.05,0.8,70,100,100,0.0003962215076449299,0.0004050077830776654,"tensor(0.9158, device='cuda:0')","tensor(0.8653, device='cuda:0')",0.00039405031334083284,"tensor(0.9962, device='cuda:0')","tensor(0.9185, device='cuda:0')",1373.8,pointcam_shuttle_lane_following.pth
run008_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=0.001_freeze_encoder=True,2026-08-26T17:52:45,lane_following,32,16,True,0.1,,0.001,0.05,0.8,70,100,100,0.0003932218633383059,0.00039628308209753985,"tensor(0.9149, device='cuda:0')","tensor(0.8658, device='cuda:0')",0.0004271952417857221,"tensor(0.9912, device='cuda:0')","tensor(0.9135, device='cuda:0')",890.0,pointcam_shuttle_lane_following.pth
run009_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=0.0001_freeze_encoder=False,2026-08-26T18:15:48,lane_following,32,16,False,0.1,,0.0001,0.05,0.8,70,100,100,0.00039180286893240613,0.0004075919465573721,"tensor(0.9130, device='cuda:0')","tensor(0.8646, device='cuda:0')",0.0003913550272724098,"tensor(0.9925, device='cuda:0')","tensor(0.9160, device='cuda:0')",1374.4,pointcam_shuttle_lane_following.pth
run010_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=0.0001_freeze_encoder=True,2026-08-26T18:30:48,lane_following,32,16,True,0.1,,0.0001,0.05,0.8,70,100,100,0.0003949273298817904,0.0004027980763881553,"tensor(0.9139, device='cuda:0')","tensor(0.8674, device='cuda:0')",0.00042616754630142616,"tensor(0.9937, device='cuda:0')","tensor(0.9179, device='cuda:0')",892.6,pointcam_shuttle_lane_following.pth
run011_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=1e-05_freeze_encoder=False,2026-08-26T18:53:52,lane_following,32,16,False,0.1,,1e-05,0.05,0.8,70,100,100,0.0004076935042254714,0.0004156786539063481,"tensor(0.9142, device='cuda:0')","tensor(0.8693, device='cuda:0')",0.0004617711838603393,"tensor(0.9925, device='cuda:0')","tensor(0.9172, device='cuda:0')",1375.8,pointcam_shuttle_lane_following.pth
run012_n_patches=32_points_per_patch=16_drop_path_rate=0.1_lr=1e-05_freeze_encoder=True,2026-08-26T19:08:52,lane_following,32,16,True,0.1,,1e-05,0.05,0.8,70,100,100,0.0004287780625919392,0.0004416609046883504,"tensor(0.9139, device='cuda:0')","tensor(0.8680, device='cuda:0')",0.00044120921166526113,"tensor(0.9956, device='cuda:0')","tensor(0.9166, device='cuda:0')",891.4,pointcam_shuttle_lane_following.pth
run013_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=0.001_freeze_encoder=False,2026-08-26T19:31:57,lane_following,32,16,False,0.2,,0.001,0.05,0.8,70,100,100,0.0003932779390603738,0.00039984623204112555,"tensor(0.9128, device='cuda:0')","tensor(0.8678, device='cuda:0')",0.0003980847525185552,"tensor(0.9931, device='cuda:0')","tensor(0.9241, device='cuda:0')",1376.3,pointcam_shuttle_lane_following.pth
run014_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=0.001_freeze_encoder=True,2026-08-26T19:46:57,lane_following,32,16,True,0.2,,0.001,0.05,0.8,70,100,100,0.0003889026491140512,0.0004058628313700072,"tensor(0.9125, device='cuda:0')","tensor(0.8642, device='cuda:0')",0.0004159341551667097,"tensor(0.9912, device='cuda:0')","tensor(0.9172, device='cuda:0')",891.6,pointcam_shuttle_lane_following.pth
run015_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=0.0001_freeze_encoder=False,2026-08-26T20:10:00,lane_following,32,16,False,0.2,,0.0001,0.05,0.8,70,100,100,0.0003933886111046588,0.00040007574458348564,"tensor(0.9144, device='cuda:0')","tensor(0.8678, device='cuda:0')",0.0004054252758949154,"tensor(0.9956, device='cuda:0')","tensor(0.9116, device='cuda:0')",1374.3,pointcam_shuttle_lane_following.pth
run016_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=0.0001_freeze_encoder=True,2026-08-26T20:24:59,lane_following,32,16,True,0.2,,0.0001,0.05,0.8,70,100,100,0.00038967472574828206,0.0004021700852402962,"tensor(0.9146, device='cuda:0')","tensor(0.8680, device='cuda:0')",0.0004104658213902417,"tensor(0.9918, device='cuda:0')","tensor(0.9147, device='cuda:0')",889.9,pointcam_shuttle_lane_following.pth
run017_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=1e-05_freeze_encoder=False,2026-08-26T20:48:01,lane_following,32,16,False,0.2,,1e-05,0.05,0.8,70,100,100,0.00041206993164383964,0.0004238913057342482,"tensor(0.9124, device='cuda:0')","tensor(0.8678, device='cuda:0')",0.00047629560492816014,"tensor(0.9906, device='cuda:0')","tensor(0.9185, device='cuda:0')",1374.4,pointcam_shuttle_lane_following.pth
run018_n_patches=32_points_per_patch=16_drop_path_rate=0.2_lr=1e-05_freeze_encoder=True,2026-08-26T21:02:57,lane_following,32,16,True,0.2,,1e-05,0.05,0.8,70,100,100,0.0004305242221942047,0.0004376654766779145,"tensor(0.9158, device='cuda:0')","tensor(0.8663, device='cuda:0')",0.00045072262446895286,"tensor(0.9925, device='cuda:0')","tensor(0.9210, device='cuda:0')",887.6,pointcam_shuttle_lane_following.pth
run019_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=0.001_freeze_encoder=False,2026-08-26T21:27:59,lane_following,32,32,False,0.0,,0.001,0.05,0.8,70,100,100,0.0003886764470810781,0.0003939787437489627,"tensor(0.9168, device='cuda:0')","tensor(0.8671, device='cuda:0')",0.0004228858248006588,"tensor(0.9937, device='cuda:0')","tensor(0.9179, device='cuda:0')",1492.6,pointcam_shuttle_lane_following.pth
run020_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=0.001_freeze_encoder=True,2026-08-26T21:43:46,lane_following,32,32,True,0.0,,0.001,0.05,0.8,70,100,100,0.00038830338749374076,0.0004033231599684755,"tensor(0.9152, device='cuda:0')","tensor(0.8653, device='cuda:0')",0.000368490105138677,"tensor(0.9912, device='cuda:0')","tensor(0.9279, device='cuda:0')",939.0,pointcam_shuttle_lane_following.pth
run021_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=0.0001_freeze_encoder=False,2026-08-26T22:08:43,lane_following,32,32,False,0.0,,0.0001,0.05,0.8,70,100,100,0.000391968629166874,0.000391968629166874,"tensor(0.9169, device='cuda:0')","tensor(0.8718, device='cuda:0')",0.000417854962140602,"tensor(0.9893, device='cuda:0')","tensor(0.9229, device='cuda:0')",1488.7,pointcam_shuttle_lane_following.pth
run022_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=0.0001_freeze_encoder=True,2026-08-26T22:24:26,lane_following,32,32,True,0.0,,0.0001,0.05,0.8,70,100,100,0.0003956959060629645,0.0004022346453562783,"tensor(0.9136, device='cuda:0')","tensor(0.8696, device='cuda:0')",0.0004030286576774053,"tensor(0.9944, device='cuda:0')","tensor(0.9160, device='cuda:0')",935.0,pointcam_shuttle_lane_following.pth
run023_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=1e-05_freeze_encoder=False,2026-08-26T22:49:26,lane_following,32,32,False,0.0,,1e-05,0.05,0.8,70,100,100,0.00040994952957674823,0.00041670801924218354,"tensor(0.9146, device='cuda:0')","tensor(0.8699, device='cuda:0')",0.00047057219036507385,"tensor(0.9925, device='cuda:0')","tensor(0.9160, device='cuda:0')",1491.3,pointcam_shuttle_lane_following.pth
run024_n_patches=32_points_per_patch=32_drop_path_rate=0.0_lr=1e-05_freeze_encoder=True,2026-08-26T23:05:14,lane_following,32,32,True,0.0,,1e-05,0.05,0.8,70,100,100,0.00042508517061001756,0.0004409472112778792,"tensor(0.9152, device='cuda:0')","tensor(0.8668, device='cuda:0')",0.0004383226663901888,"tensor(0.9925, device='cuda:0')","tensor(0.9241, device='cuda:0')",939.8,pointcam_shuttle_lane_following.pth
run025_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=0.001_freeze_encoder=False,2026-08-26T23:30:14,lane_following,32,32,False,0.1,,0.001,0.05,0.8,70,100,100,0.00039389538723957315,0.00039389538723957315,"tensor(0.9124, device='cuda:0')","tensor(0.8699, device='cuda:0')",0.00042831132007429965,"tensor(0.9950, device='cuda:0')","tensor(0.9110, device='cuda:0')",1492.0,pointcam_shuttle_lane_following.pth
run026_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=0.001_freeze_encoder=True,2026-08-26T23:46:01,lane_following,32,32,True,0.1,,0.001,0.05,0.8,70,100,100,0.0003905638611184465,0.00040600338822566786,"tensor(0.9150, device='cuda:0')","tensor(0.8668, device='cuda:0')",0.0004024454512192538,"tensor(0.9925, device='cuda:0')","tensor(0.9172, device='cuda:0')",938.7,pointcam_shuttle_lane_following.pth
run027_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=0.0001_freeze_encoder=False,2026-08-27T00:11:01,lane_following,32,32,False,0.1,,0.0001,0.05,0.8,70,100,100,0.00038813013025124554,0.000394117828504683,"tensor(0.9194, device='cuda:0')","tensor(0.8677, device='cuda:0')",0.00043503842944261797,"tensor(0.9931, device='cuda:0')","tensor(0.9122, device='cuda:0')",1492.0,pointcam_shuttle_lane_following.pth
run028_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=0.0001_freeze_encoder=True,2026-08-27T00:26:49,lane_following,32,32,True,0.1,,0.0001,0.05,0.8,70,100,100,0.0003914841704641713,0.0004015874531079766,"tensor(0.9139, device='cuda:0')","tensor(0.8700, device='cuda:0')",0.0004298752997082229,"tensor(0.9925, device='cuda:0')","tensor(0.9172, device='cuda:0')",939.1,pointcam_shuttle_lane_following.pth
run029_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=1e-05_freeze_encoder=False,2026-08-27T00:51:48,lane_following,32,32,False,0.1,,1e-05,0.05,0.8,70,100,100,0.00040916633050696645,0.00041123508687564283,"tensor(0.9180, device='cuda:0')","tensor(0.8696, device='cuda:0')",0.0004962282518047524,"tensor(0.9937, device='cuda:0')","tensor(0.9141, device='cuda:0')",1491.2,pointcam_shuttle_lane_following.pth
run030_n_patches=32_points_per_patch=32_drop_path_rate=0.1_lr=1e-05_freeze_encoder=True,2026-08-27T01:07:36,lane_following,32,32,True,0.1,,1e-05,0.05,0.8,70,100,100,0.0004320082469763175,0.0004458553545372036,"tensor(0.9142, device='cuda:0')","tensor(0.8646, device='cuda:0')",0.00044760098418098257,"tensor(0.9937, device='cuda:0')","tensor(0.9273, device='cuda:0')",939.6,pointcam_shuttle_lane_following.pth
run031_n_patches=32_points_per_patch=32_drop_path_rate=0.2_lr=0.001_freeze_encoder=False,2026-08-27T01:32:40,lane_following,32,32,False,0.2,,0.001,0.05,0.8,70,100,100,0.00039347523373997985,0.0003970073269445669,"tensor(0.9144, device='cuda:0')","tensor(0.8685, device='cuda:0')",0.0004425962972323349,"tensor(0.9944, device='cuda:0')","tensor(0.9078, device='cuda:0')",1495.7,pointcam_shuttle_lane_following.pth
